ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALITY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5010608,F,N,Y,0,65250,Pensioner,Secondary / secondary special,Widow,House / apartment,-19897,365243,1,0,1,0,,1
5010609,F,N,Y,0,65250,Pensioner,Secondary / secondary special,Widow,House / apartment,-19897,365243,1,0,1,0,,1
5010610,F,N,Y,0,65250,Pensioner,Secondary / secondary special,Widow,House / apartment,-19897,365243,1,0,1,0,,1
6153759,F,N,Y,0,65250,Pensioner,Secondary / secondary special,Widow,House / apartment,-19897,365243,1,0,1,0,,1
6153760,F,N,Y,0,65250,Pensioner,Secondary / secondary special,Widow,House / apartment,-19897,365243,1,0,1,0,,1
5010613,F,N,Y,0,184500,Working,Secondary / secondary special,Married,House / apartment,-18551,-1226,1,0,0,0,Cleaning staff,2
5010615,F,N,Y,0,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,-21183,-1104,1,0,0,0,Cleaning staff,2
5010616,F,N,Y,0,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,-21183,-1104,1,0,0,0,Cleaning staff,2
5010617,F,N,Y,0,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,-21183,-1104,1,0,0,0,Cleaning staff,2
5010620,F,N,Y,0,103500,Pensioner,Incomplete higher,Married,House / apartment,-22254,365243,1,0,1,0,,2
5010621,F,N,Y,0,103500,Pensioner,Incomplete higher,Married,House / apartment,-22254,365243,1,0,1,0,,2
5010622,F,N,Y,0,103500,Pensioner,Incomplete higher,Married,House / apartment,-22254,365243,1,0,1,0,,2
5010623,F,N,Y,0,103500,Pensioner,Incomplete higher,Married,House / apartment,-22254,365243,1,0,1,0,,2
5010624,F,N,Y,0,103500,Pensioner,Incomplete higher,Married,House / apartment,-22254,365243,1,0,1,0,,2
5010625,F,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-19421,-2017,1,0,0,0,,1
5010626,F,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-19421,-2017,1,0,0,0,,1
5010627,F,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-19421,-2017,1,0,0,0,,1
5010629,F,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-19421,-2017,1,0,0,0,,1
5010630,F,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-19421,-2017,1,0,0,0,,1
5010632,F,Y,Y,0,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12461,-678,1,0,0,0,Sales staff,2
5010633,F,Y,Y,0,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12461,-678,1,0,0,0,Sales staff,2
5010635,F,Y,Y,0,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12461,-678,1,0,0,0,Sales staff,2
5010636,F,Y,Y,0,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12461,-678,1,0,0,0,Sales staff,2
5010637,F,Y,Y,0,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12461,-678,1,0,0,0,Sales staff,2
5010638,F,Y,Y,0,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12461,-678,1,0,0,0,Sales staff,2
5010639,F,Y,Y,0,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12461,-678,1,0,0,0,Sales staff,2
5010640,F,Y,Y,0,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12461,-678,1,0,0,0,Sales staff,2
5010641,F,Y,Y,0,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12461,-678,1,0,0,0,Sales staff,2
5010642,F,N,N,0,180000,Pensioner,Secondary / secondary special,Married,Municipal apartment,-19263,365243,1,0,1,0,,2
5010643,F,N,N,0,180000,Pensioner,Secondary / secondary special,Married,Municipal apartment,-19263,365243,1,0,1,0,,2
6153785,F,N,N,0,180000,Pensioner,Secondary / secondary special,Married,Municipal apartment,-19263,365243,1,0,1,0,,2
5010644,M,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-19096,365243,1,0,0,0,,2
5010645,F,Y,Y,2,67500,Working,Higher education,Married,House / apartment,-11925,-1621,1,0,0,0,,4
5010646,F,Y,Y,2,67500,Working,Higher education,Married,House / apartment,-11925,-1621,1,0,0,0,,4
5010647,M,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,-8843,-495,1,1,1,0,Laborers,3
5010648,M,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,-8843,-495,1,1,1,0,Laborers,3
5010649,M,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,-8843,-495,1,1,1,0,Laborers,3
5010650,M,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,-8843,-495,1,1,1,0,Laborers,3
5010651,M,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,-8843,-495,1,1,1,0,Laborers,3
6153795,M,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,-8843,-495,1,1,1,0,Laborers,3
5010652,M,Y,N,0,180000,Working,Higher education,Single / not married,House / apartment,-11055,-1074,1,0,0,0,Laborers,1
5010653,M,Y,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4
5010654,M,Y,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4
5010655,M,Y,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4
5010656,M,Y,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4
5010657,M,Y,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4
5010658,M,Y,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4
5010659,M,Y,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4
5010660,M,Y,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4
5010661,M,Y,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4
5010662,M,Y,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4
5010663,M,Y,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4
5010664,M,Y,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4
5010665,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-17158,-2990,1,0,0,0,Sales staff,2
5010666,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-17158,-2990,1,0,0,0,Sales staff,2
5010667,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-17158,-2990,1,0,0,0,Sales staff,2
5010668,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-17158,-2990,1,0,0,0,Sales staff,2
5010669,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-17158,-2990,1,0,0,0,Sales staff,2
5010670,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-17158,-2990,1,0,0,0,Sales staff,2
5010671,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-17158,-2990,1,0,0,0,Sales staff,2
5010672,F,N,Y,1,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15514,-8714,1,0,0,0,,3
5010673,F,N,Y,1,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15514,-8714,1,0,0,0,,3
5010674,F,N,Y,1,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15514,-8714,1,0,0,0,,3
6153569,F,N,Y,1,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15514,-8714,1,0,0,0,,3
5010675,F,N,Y,2,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12798,-648,1,0,0,0,Sales staff,4
5010676,M,Y,Y,0,189000,Working,Secondary / secondary special,Married,House / apartment,-20815,-829,1,0,0,1,Security staff,2
5010677,M,Y,Y,0,189000,Working,Secondary / secondary special,Married,House / apartment,-20815,-829,1,0,0,1,Security staff,2
5010678,M,Y,Y,0,292500,Working,Higher education,Married,House / apartment,-10297,-2231,1,0,0,0,Managers,2
5010679,M,Y,Y,0,292500,Working,Higher education,Married,House / apartment,-10297,-2231,1,0,0,0,Managers,2
5010680,M,Y,Y,0,292500,Working,Higher education,Married,House / apartment,-10297,-2231,1,0,0,0,Managers,2
5010681,M,Y,Y,0,292500,Working,Higher education,Married,House / apartment,-10297,-2231,1,0,0,0,Managers,2
5010682,M,Y,Y,0,292500,Working,Higher education,Married,House / apartment,-10297,-2231,1,0,0,0,Managers,2
5010683,M,Y,Y,0,292500,Working,Higher education,Married,House / apartment,-10297,-2231,1,0,0,0,Managers,2
5010684,M,Y,Y,0,292500,Working,Higher education,Married,House / apartment,-10297,-2231,1,0,0,0,Managers,2
5010685,M,Y,Y,0,292500,Working,Higher education,Married,House / apartment,-10297,-2231,1,0,0,0,Managers,2
5010686,M,Y,Y,0,292500,Working,Higher education,Married,House / apartment,-10297,-2231,1,0,0,0,Managers,2
5010689,M,Y,Y,0,99000,Working,Secondary / secondary special,Single / not married,House / apartment,-20659,-313,1,1,1,1,Laborers,1
5010690,M,Y,Y,0,99000,Working,Secondary / secondary special,Single / not married,House / apartment,-20659,-313,1,1,1,1,Laborers,1
6153623,M,Y,Y,0,99000,Working,Secondary / secondary special,Single / not married,House / apartment,-20659,-313,1,1,1,1,Laborers,1
5010691,M,N,N,0,202500,Commercial associate,Incomplete higher,Civil marriage,With parents,-12180,-405,1,0,0,0,,2
5010692,M,N,N,0,202500,Commercial associate,Incomplete higher,Civil marriage,With parents,-12180,-405,1,0,0,0,,2
5010693,M,N,N,0,202500,Commercial associate,Incomplete higher,Civil marriage,With parents,-12180,-405,1,0,0,0,,2
5010694,M,N,N,0,202500,Commercial associate,Incomplete higher,Civil marriage,With parents,-12180,-405,1,0,0,0,,2
5010696,F,Y,Y,2,292500,Commercial associate,Higher education,Married,House / apartment,-13958,-3021,1,0,0,0,Sales staff,4
5010697,F,Y,Y,2,292500,Commercial associate,Higher education,Married,House / apartment,-13958,-3021,1,0,0,0,Sales staff,4
5010699,F,Y,Y,2,292500,Commercial associate,Higher education,Married,House / apartment,-13958,-3021,1,0,0,0,Sales staff,4
5010700,F,Y,Y,2,292500,Commercial associate,Higher education,Married,House / apartment,-13958,-3021,1,0,0,0,Sales staff,4
5010701,F,Y,Y,2,292500,Commercial associate,Higher education,Married,House / apartment,-13958,-3021,1,0,0,0,Sales staff,4
5010702,F,Y,Y,2,292500,Commercial associate,Higher education,Married,House / apartment,-13958,-3021,1,0,0,0,Sales staff,4
5010703,F,Y,Y,2,292500,Commercial associate,Higher education,Married,House / apartment,-13958,-3021,1,0,0,0,Sales staff,4
5010706,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,-15862,-5061,1,0,1,0,Drivers,2
5010707,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,-15862,-5061,1,0,1,0,Drivers,2
5010708,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,-15862,-5061,1,0,1,0,Drivers,2
6153664,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,-15862,-5061,1,0,1,0,Drivers,2
5010709,M,N,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,-13828,-6004,1,1,1,0,Laborers,4
5010710,M,N,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,-13828,-6004,1,1,1,0,Laborers,4
5010711,M,N,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,-13828,-6004,1,1,1,0,Laborers,4
5010713,M,N,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,-13828,-6004,1,1,1,0,Laborers,4
5010715,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,2
5010716,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,2
5010717,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,2
5010722,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,2
5010724,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,2
5010725,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,2
5010726,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,2
5010727,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,2
5010728,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,2
5010729,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,2
5010730,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,2
5010731,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,2
6153708,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,2
5010734,F,N,Y,0,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-11853,-5061,1,1,0,0,Waiters/barmen staff,2
5010735,F,N,Y,0,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-11853,-5061,1,1,0,0,Waiters/barmen staff,2
5010737,F,N,Y,0,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-11853,-5061,1,1,0,0,Waiters/barmen staff,2
5010739,F,N,Y,0,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-11853,-5061,1,1,0,0,Waiters/barmen staff,2
5010740,F,N,Y,0,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-11853,-5061,1,1,0,0,Waiters/barmen staff,2
5010741,F,N,Y,0,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-11853,-5061,1,1,0,0,Waiters/barmen staff,2
5010742,F,N,Y,0,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-11853,-5061,1,1,0,0,Waiters/barmen staff,2
5010743,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-22014,-10236,1,1,1,0,Core staff,2
5010745,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-22014,-10236,1,1,1,0,Core staff,2
5010746,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-22014,-10236,1,1,1,0,Core staff,2
5010747,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-22014,-10236,1,1,1,0,Core staff,2
6153748,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-22014,-10236,1,1,1,0,Core staff,2
5010750,F,Y,Y,0,67500,Pensioner,Incomplete higher,Married,House / apartment,-21350,365243,1,0,1,0,,2
5010751,F,Y,Y,0,67500,Pensioner,Incomplete higher,Married,House / apartment,-21350,365243,1,0,1,0,,2
5010752,F,Y,Y,0,67500,Pensioner,Incomplete higher,Married,House / apartment,-21350,365243,1,0,1,0,,2
5010754,F,Y,Y,0,67500,Pensioner,Incomplete higher,Married,House / apartment,-21350,365243,1,0,1,0,,2
5010755,F,Y,Y,0,67500,Pensioner,Incomplete higher,Married,House / apartment,-21350,365243,1,0,1,0,,2
6153749,F,Y,Y,0,67500,Pensioner,Incomplete higher,Married,House / apartment,-21350,365243,1,0,1,0,,2
6153750,F,Y,Y,0,67500,Pensioner,Incomplete higher,Married,House / apartment,-21350,365243,1,0,1,0,,2
5010758,F,N,Y,0,162000,Pensioner,Secondary / secondary special,Married,House / apartment,-22290,365243,1,0,0,0,,2
5010759,F,N,Y,0,162000,Pensioner,Secondary / secondary special,Married,House / apartment,-22290,365243,1,0,0,0,,2
6153751,F,N,Y,0,162000,Pensioner,Secondary / secondary special,Married,House / apartment,-22290,365243,1,0,0,0,,2
5010760,F,Y,Y,1,112500,Working,Higher education,Single / not married,House / apartment,-13896,-344,1,0,0,0,Cooking staff,2
5010761,F,Y,Y,1,112500,Working,Higher education,Single / not married,House / apartment,-13896,-344,1,0,0,0,Cooking staff,2
5010762,F,Y,Y,1,112500,Working,Higher education,Single / not married,House / apartment,-13896,-344,1,0,0,0,Cooking staff,2
5010763,F,Y,Y,1,112500,Working,Higher education,Single / not married,House / apartment,-13896,-344,1,0,0,0,Cooking staff,2
5010764,M,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-11036,-4301,1,1,1,0,Laborers,1
5010765,M,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-11036,-4301,1,1,1,0,Laborers,1
5010766,M,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-11036,-4301,1,1,1,0,Laborers,1
5010767,M,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-11036,-4301,1,1,1,0,Laborers,1
5010768,M,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-11036,-4301,1,1,1,0,Laborers,1
5010769,M,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-11036,-4301,1,1,1,0,Laborers,1
5010770,M,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-11036,-4301,1,1,1,0,Laborers,1
5010771,M,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-11036,-4301,1,1,1,0,Laborers,1
5010772,F,N,N,0,360000,Working,Secondary / secondary special,Married,House / apartment,-15533,-3386,1,0,0,0,,2
5010773,F,N,Y,0,135000,Working,Higher education,Married,With parents,-14160,-4635,1,0,0,0,Sales staff,2
5010774,F,N,Y,0,135000,Working,Higher education,Married,With parents,-14160,-4635,1,0,0,0,Sales staff,2
5010775,F,N,Y,0,135000,Working,Higher education,Married,With parents,-14160,-4635,1,0,0,0,Sales staff,2
